Data;Produto;Volume (kg)
2022-08-10;Tomate;679
2022-03-23;Tomate;656
2022-08-29;Batata Inglesa;634
2022-10-20;Cebola;600
2022-09-08;Cebola;345
2022-05-03;Batata Inglesa;209
2022-06-16;Tomate;588
2022-11-10;Cebola;714
2022-02-07;Tomate;779
2022-08-11;Cebola;469
2022-06-27;Batata Inglesa;985
2022-11-03;Tomate;414
2022-03-02;Batata Inglesa;640
2022-02-28;Tomate;533
2022-09-09;Batata Inglesa;731
2022-09-21;Tomate;495
2022-05-02;Batata Inglesa;921
2022-07-15;Cebola;603
2022-12-13;Tomate;372
2022-03-30;Tomate;412
2022-10-17;Cebola;552
2022-04-12;Tomate;605
2022-12-06;Tomate;348
2022-06-07;Cebola;514
2022-05-27;Tomate;547
2022-10-26;Tomate;673
2022-02-28;Tomate;259
2022-10-11;Tomate;402
2022-06-14;Batata Inglesa;712
2022-03-28;Tomate;365
2022-05-05;Cebola;814
2022-06-20;Tomate;301
2022-07-26;Batata Inglesa;595
2022-03-31;Cebola;999
2022-03-01;Tomate;713
2022-03-15;Batata Inglesa;394
2022-12-13;Batata Inglesa;624
2022-11-02;Batata Inglesa;391
2022-06-24;Batata Inglesa;491
2022-01-03;Tomate;673
2022-03-28;Tomate;613
2022-06-29;Cebola;659
2022-02-10;Cebola;491
2022-01-13;Tomate;100
2022-11-29;Tomate;922
2022-05-04;Tomate;330
2022-02-04;Tomate;531
2022-10-10;Batata Inglesa;627
2022-04-25;Tomate;482
2022-10-11;Tomate;884
2022-04-08;Cebola;393
2022-09-01;Cebola;560
2022-04-25;Batata Inglesa;702
2022-07-19;Batata Inglesa;502
2022-06-17;Cebola;897
2022-07-28;Cebola;844
2022-05-02;Batata Inglesa;999
2022-01-21;Batata Inglesa;538
2022-08-03;Tomate;604
2022-07-25;Batata Inglesa;713
2022-08-31;Tomate;301
2022-09-07;Cebola;708
2022-04-11;Batata Inglesa;760
2022-11-09;Tomate;686
2022-04-01;Cebola;229
2022-06-20;Batata Inglesa;824
2022-02-08;Tomate;514
2022-08-08;Tomate;375
2022-03-09;Cebola;504
2022-08-24;Batata Inglesa;531
2022-09-26;Batata Inglesa;957
2022-04-11;Batata Inglesa;752
2022-04-21;Batata Inglesa;519
2022-03-18;Batata Inglesa;494
2022-05-10;Batata Inglesa;591
2022-01-14;Cebola;480
2022-11-16;Tomate;710
2022-03-18;Tomate;751
2022-09-26;Tomate;518
2022-07-13;Tomate;833
2022-10-13;Cebola;819
2022-12-27;Tomate;882
2022-11-09;Cebola;674
2022-01-07;Tomate;534
2022-08-23;Tomate;347
2022-08-22;Cebola;385
2022-07-28;Tomate;654
2022-08-08;Tomate;599
2022-01-21;Cebola;592
2022-09-22;Tomate;591
2022-10-07;Batata Inglesa;452
2022-09-02;Batata Inglesa;590
2022-12-30;Batata Inglesa;287
2022-12-30;Cebola;710
2022-09-22;Tomate;815
2022-05-13;Cebola;557
2022-11-29;Batata Inglesa;566
2022-10-14;Cebola;590
2022-03-17;Cebola;848
2022-08-03;Tomate;466
2022-04-12;Cebola;586
2022-07-20;Batata Inglesa;469
2022-07-06;Tomate;501
2022-02-10;Cebola;457
2022-10-31;Batata Inglesa;900
2022-02-07;Tomate;451
2022-03-10;Cebola;872
2022-10-07;Batata Inglesa;597
2022-11-22;Tomate;100
2022-06-22;Tomate;549
2022-08-25;Batata Inglesa;214
2022-09-13;Batata Inglesa;647
2022-04-20;Cebola;209
2022-03-03;Tomate;819
2022-05-20;Batata Inglesa;390
2022-09-19;Cebola;527
2022-06-29;Tomate;397
2022-06-21;Batata Inglesa;806
2022-12-14;Batata Inglesa;907
2022-03-09;Cebola;754
2022-03-10;Tomate;683
2022-05-19;Batata Inglesa;153
2022-07-07;Batata Inglesa;652
2022-01-06;Tomate;615
2022-08-02;Cebola;427
2022-09-19;Batata Inglesa;781
2022-06-27;Batata Inglesa;695
2022-01-05;Tomate;508
2022-12-16;Cebola;559
2022-09-12;Tomate;456
2022-01-26;Batata Inglesa;290
2022-02-18;Cebola;601
2022-05-06;Tomate;448
2022-12-05;Batata Inglesa;408
2022-10-04;Tomate;461
2022-08-24;Batata Inglesa;648
2022-05-17;Batata Inglesa;251
2022-01-27;Tomate;582
2022-07-22;Tomate;635
2022-03-24;Tomate;999
2022-01-21;Tomate;401
2022-03-03;Batata Inglesa;457
2022-08-30;Batata Inglesa;531
2022-10-25;Batata Inglesa;357
2022-11-23;Cebola;621
2022-01-21;Cebola;323
2022-08-24;Cebola;677
2022-01-13;Tomate;480
2022-08-01;Cebola;527
2022-11-24;Cebola;806
2022-12-12;Tomate;531
2022-02-03;Cebola;336
2022-06-01;Cebola;499
2022-08-12;Batata Inglesa;525
2022-10-31;Cebola;999
2022-03-14;Cebola;418
2022-01-19;Cebola;657
2022-09-13;Cebola;718
2022-06-13;Batata Inglesa;344
2022-09-22;Cebola;550
2022-02-07;Batata Inglesa;346
2022-01-28;Cebola;458
2022-05-06;Tomate;355
2022-07-12;Tomate;859
2022-07-13;Batata Inglesa;552
2022-09-06;Batata Inglesa;244
2022-06-28;Cebola;505
2022-12-26;Cebola;579
2022-12-26;Batata Inglesa;134
2022-08-04;Tomate;457
2022-05-20;Batata Inglesa;126
2022-12-19;Tomate;204
2022-10-05;Tomate;774
2022-06-23;Cebola;735
2022-06-23;Cebola;709
2022-03-08;Cebola;415
2022-07-06;Batata Inglesa;730
2022-03-30;Tomate;725
2022-07-12;Batata Inglesa;999
2022-10-21;Cebola;499
2022-04-05;Tomate;586
2022-04-28;Cebola;580
2022-08-12;Cebola;509
2022-07-28;Cebola;842
2022-03-24;Cebola;493
2022-07-26;Batata Inglesa;463
2022-03-07;Cebola;461
2022-09-28;Cebola;870
2022-06-28;Cebola;259
2022-02-22;Batata Inglesa;675
2022-08-18;Cebola;459
2022-03-18;Batata Inglesa;592
2022-03-09;Cebola;868
2022-03-14;Tomate;284
2022-06-20;Batata Inglesa;414
2022-01-10;Tomate;364
2022-04-11;Cebola;446
2022-06-20;Tomate;546
2022-06-15;Cebola;683
2022-02-22;Tomate;583
2022-04-04;Tomate;730
2022-09-09;Tomate;649
2022-09-06;Tomate;476
2022-04-26;Tomate;580
2022-07-11;Cebola;437
2022-09-30;Batata Inglesa;334
2022-03-15;Cebola;573
2022-11-21;Batata Inglesa;749
2022-01-07;Tomate;347
2022-10-13;Cebola;548
2022-05-19;Tomate;400
2022-04-26;Tomate;203
2022-11-22;Tomate;425
2022-03-15;Batata Inglesa;637
2022-03-01;Cebola;510
2022-06-28;Tomate;438
2022-12-22;Batata Inglesa;403
2022-12-27;Cebola;520
2022-01-21;Batata Inglesa;170
2022-03-15;Cebola;856
2022-05-19;Cebola;100
2022-02-11;Batata Inglesa;842
2022-05-26;Tomate;650
2022-04-21;Batata Inglesa;517
2022-11-03;Tomate;508
2022-08-04;Tomate;773
2022-03-15;Batata Inglesa;479
2022-08-29;Tomate;457
2022-03-22;Cebola;766
2022-04-06;Cebola;604
2022-08-04;Tomate;540
2022-10-11;Tomate;658
2022-08-30;Tomate;731
2022-04-12;Tomate;519
2022-03-24;Tomate;361
2022-02-28;Tomate;689
2022-05-09;Cebola;245
2022-07-28;Cebola;626
2022-07-15;Batata Inglesa;318
2022-12-16;Batata Inglesa;620
2022-07-26;Batata Inglesa;589
2022-01-03;Tomate;295
2022-06-22;Cebola;100
2022-07-25;Cebola;100
2022-03-08;Cebola;562
2022-04-08;Tomate;724
2022-10-13;Batata Inglesa;444
2022-05-26;Cebola;402
2022-02-25;Cebola;907
2022-08-30;Cebola;402
2022-01-11;Batata Inglesa;786
2022-02-23;Batata Inglesa;683
2022-01-07;Batata Inglesa;694
2022-12-12;Tomate;557
2022-06-14;Batata Inglesa;230
2022-09-22;Tomate;978
2022-07-28;Batata Inglesa;908
2022-07-05;Tomate;856
2022-08-10;Tomate;585
2022-12-01;Tomate;644
2022-05-03;Tomate;452
2022-10-20;Batata Inglesa;112
2022-06-20;Batata Inglesa;407
2022-08-05;Batata Inglesa;485
2022-01-05;Tomate;788
2022-04-06;Batata Inglesa;795
2022-05-30;Cebola;476
2022-11-09;Cebola;431
2022-01-11;Batata Inglesa;915
2022-08-11;Cebola;669
2022-10-21;Cebola;441
2022-11-16;Cebola;802
2022-12-05;Cebola;369
2022-02-15;Tomate;750
2022-07-14;Cebola;537
2022-08-26;Cebola;255
2022-01-21;Cebola;701
2022-12-16;Tomate;576
2022-01-31;Cebola;697
2022-12-07;Cebola;662
2022-12-01;Tomate;650
2022-11-15;Batata Inglesa;666
2022-07-04;Tomate;601
2022-11-23;Cebola;716
2022-12-28;Tomate;994
2022-02-02;Batata Inglesa;581
2022-01-05;Tomate;453
2022-11-18;Tomate;631
2022-09-08;Cebola;261
2022-02-10;Tomate;438
2022-03-04;Batata Inglesa;888
2022-03-07;Tomate;472
2022-01-28;Tomate;226
2022-07-04;Cebola;177
2022-03-30;Cebola;585
2022-05-11;Batata Inglesa;606
2022-09-09;Cebola;377
2022-11-01;Batata Inglesa;659
2022-12-19;Tomate;490
2022-11-09;Tomate;750
2022-09-02;Batata Inglesa;553
2022-10-27;Cebola;999
2022-08-17;Tomate;876
2022-04-11;Cebola;599
2022-03-08;Cebola;690
2022-06-24;Cebola;898
2022-06-10;Batata Inglesa;553
2022-03-22;Cebola;183
2022-11-16;Cebola;798
2022-08-03;Batata Inglesa;406
2022-02-16;Tomate;449
2022-09-15;Batata Inglesa;685
2022-09-19;Cebola;667
2022-09-14;Tomate;366
2022-12-13;Batata Inglesa;682
2022-01-27;Tomate;541
2022-09-05;Batata Inglesa;555
2022-11-17;Tomate;401
2022-10-14;Tomate;594
2022-12-23;Cebola;710
2022-12-06;Tomate;499
2022-01-10;Tomate;461
2022-01-26;Batata Inglesa;518
2022-04-08;Cebola;836
2022-01-14;Batata Inglesa;487
2022-02-15;Tomate;602
2022-12-16;Cebola;768
2022-12-16;Cebola;100
2022-01-07;Batata Inglesa;813
2022-12-19;Cebola;639
2022-09-28;Tomate;574
2022-09-19;Batata Inglesa;295
2022-05-26;Tomate;582
2022-05-16;Tomate;632
2022-09-02;Cebola;727
2022-08-01;Batata Inglesa;440
2022-01-19;Batata Inglesa;976
2022-07-13;Batata Inglesa;669
2022-09-29;Tomate;500
2022-07-19;Batata Inglesa;610
2022-05-12;Tomate;305
2022-09-13;Cebola;547
2022-11-28;Cebola;386
2022-02-22;Tomate;999
2022-02-08;Batata Inglesa;809
2022-05-16;Tomate;637
2022-09-14;Tomate;354
2022-10-24;Cebola;455
2022-09-16;Batata Inglesa;385
2022-09-26;Tomate;744
2022-07-15;Tomate;819
2022-07-26;Tomate;745
2022-11-16;Batata Inglesa;665
2022-06-08;Batata Inglesa;765
2022-01-25;Cebola;954
2022-12-22;Tomate;225
2022-08-09;Batata Inglesa;100
2022-08-11;Batata Inglesa;475
2022-07-11;Cebola;446
2022-05-02;Batata Inglesa;565
2022-03-18;Cebola;393
2022-11-11;Cebola;482
2022-07-11;Cebola;492
2022-03-02;Cebola;641
2022-02-16;Cebola;362
2022-07-14;Batata Inglesa;561
2022-07-05;Batata Inglesa;751
2022-12-30;Tomate;767
2022-09-23;Batata Inglesa;365
2022-01-25;Batata Inglesa;579
2022-04-28;Cebola;444
2022-10-13;Tomate;663
2022-06-17;Cebola;636
2022-10-31;Tomate;702
2022-12-14;Tomate;430
2022-12-29;Batata Inglesa;457
2022-02-11;Cebola;899
2022-01-24;Batata Inglesa;992
2022-04-29;Batata Inglesa;999
2022-04-14;Tomate;999
2022-12-02;Tomate;559
2022-12-13;Cebola;581
2022-07-01;Tomate;476
2022-05-24;Cebola;733
2022-07-07;Cebola;399
2022-01-28;Tomate;605
2022-02-09;Cebola;374
2022-03-01;Cebola;410
2022-04-08;Cebola;619
2022-12-06;Batata Inglesa;490
2022-05-20;Batata Inglesa;578
2022-04-29;Tomate;695
2022-04-05;Tomate;608
2022-11-03;Tomate;524
2022-09-15;Cebola;725
2022-06-22;Batata Inglesa;457
2022-10-05;Cebola;620
2022-12-14;Cebola;599
2022-06-20;Cebola;656
2022-12-02;Cebola;647
2022-05-02;Batata Inglesa;304
2022-03-02;Tomate;374
2022-12-28;Tomate;673
2022-04-26;Cebola;616
2022-05-11;Cebola;698
2022-10-31;Tomate;802
2022-12-20;Batata Inglesa;592
2022-05-31;Tomate;365
2022-12-28;Cebola;244
2022-04-28;Tomate;488
2022-07-07;Batata Inglesa;398
2022-02-21;Cebola;379
2022-05-24;Batata Inglesa;291
2022-02-09;Tomate;658
2022-04-22;Tomate;840
2022-04-01;Tomate;238
2022-04-26;Batata Inglesa;552
2022-08-11;Cebola;275
2022-06-09;Tomate;416
2022-01-03;Tomate;633
2022-03-17;Cebola;489
2022-06-03;Cebola;734
2022-12-02;Tomate;730
2022-04-01;Cebola;580
2022-03-09;Cebola;874
2022-01-19;Tomate;858
2022-09-22;Batata Inglesa;351
2022-07-08;Cebola;543
2022-03-11;Cebola;648
2022-09-01;Tomate;405
2022-08-25;Cebola;830
2022-04-14;Batata Inglesa;366
2022-08-01;Tomate;351
2022-08-05;Tomate;981
2022-08-12;Tomate;230
2022-05-16;Batata Inglesa;775
2022-02-10;Tomate;810
2022-02-03;Tomate;969
2022-10-24;Tomate;569
2022-05-05;Tomate;484
2022-03-22;Batata Inglesa;347
2022-03-01;Batata Inglesa;656
2022-02-14;Batata Inglesa;542
2022-06-30;Batata Inglesa;663
2022-05-25;Tomate;592
2022-05-12;Tomate;582
2022-10-19;Cebola;727
2022-10-20;Cebola;444
2022-03-25;Batata Inglesa;472
2022-07-07;Batata Inglesa;275
2022-02-14;Cebola;544
2022-06-08;Cebola;275
2022-08-24;Tomate;579
2022-09-05;Cebola;557
2022-01-03;Cebola;345
2022-11-22;Batata Inglesa;457
2022-02-22;Tomate;400
2022-09-14;Cebola;507
2022-08-16;Batata Inglesa;440
2022-01-18;Cebola;417
2022-07-27;Tomate;648
2022-12-23;Tomate;576
2022-04-14;Batata Inglesa;343
2022-07-12;Batata Inglesa;622
2022-08-12;Cebola;713
2022-07-04;Batata Inglesa;595
2022-03-10;Batata Inglesa;618
2022-05-02;Cebola;711
2022-02-08;Cebola;302
2022-06-10;Cebola;281
2022-12-29;Cebola;395
2022-03-18;Cebola;485
2022-02-09;Batata Inglesa;576
2022-10-05;Batata Inglesa;258
2022-12-30;Tomate;583
2022-03-30;Cebola;558
2022-08-30;Cebola;828
2022-02-23;Tomate;161
2022-05-12;Tomate;363
2022-09-29;Cebola;544
2022-06-29;Cebola;570
2022-11-14;Tomate;591
2022-10-11;Cebola;483
2022-10-26;Tomate;402
2022-01-14;Cebola;815
2022-09-30;Batata Inglesa;447
2022-11-29;Batata Inglesa;531
2022-12-27;Tomate;447
2022-08-26;Batata Inglesa;511
2022-06-03;Cebola;439
2022-10-27;Tomate;647
2022-09-20;Cebola;497
2022-11-08;Batata Inglesa;904
2022-03-09;Batata Inglesa;411
2022-06-24;Cebola;341
2022-12-27;Tomate;563
2022-03-30;Tomate;878
2022-10-31;Cebola;496
2022-01-17;Tomate;803
2022-09-06;Tomate;796
2022-01-28;Tomate;940
2022-04-27;Tomate;873
2022-12-02;Cebola;370
2022-06-10;Batata Inglesa;669
2022-12-12;Batata Inglesa;823
2022-07-07;Batata Inglesa;452
2022-09-20;Tomate;642
2022-01-13;Tomate;469
2022-12-05;Cebola;850
2022-01-20;Tomate;439
2022-07-12;Tomate;778
2022-05-30;Cebola;781
2022-05-05;Batata Inglesa;999
2022-01-14;Batata Inglesa;584
2022-05-24;Batata Inglesa;394
2022-08-29;Tomate;670
2022-06-16;Cebola;644
2022-01-17;Cebola;244
2022-06-16;Batata Inglesa;282
2022-02-07;Batata Inglesa;812
2022-08-12;Cebola;450
2022-12-20;Batata Inglesa;518
2022-05-13;Tomate;495
2022-08-26;Batata Inglesa;877
2022-12-21;Batata Inglesa;422
2022-07-01;Batata Inglesa;354
2022-01-17;Batata Inglesa;888
2022-09-06;Batata Inglesa;291
2022-11-16;Tomate;605
2022-03-14;Tomate;692
2022-06-23;Tomate;386
2022-10-24;Tomate;744
2022-01-07;Batata Inglesa;823
2022-08-31;Cebola;320
2022-11-02;Cebola;564
2022-06-30;Tomate;674
2022-03-17;Cebola;265
2022-07-05;Tomate;697
2022-02-24;Cebola;274
2022-08-31;Tomate;840
2022-05-27;Tomate;345
2022-08-18;Batata Inglesa;556
2022-08-08;Cebola;280
2022-08-16;Tomate;318
2022-03-25;Cebola;565
2022-10-25;Batata Inglesa;689
2022-03-03;Tomate;100
2022-12-07;Batata Inglesa;688
2022-10-14;Cebola;397
2022-12-29;Batata Inglesa;220
2022-02-21;Cebola;519
2022-11-25;Cebola;514
2022-08-26;Batata Inglesa;728
2022-03-17;Tomate;654
2022-11-09;Batata Inglesa;624
2022-01-31;Cebola;699
2022-06-02;Tomate;466
2022-03-15;Batata Inglesa;734
2022-03-15;Batata Inglesa;465
2022-11-01;Tomate;671
2022-03-22;Batata Inglesa;676
2022-01-17;Cebola;428
2022-02-07;Batata Inglesa;100
2022-02-22;Batata Inglesa;647
2022-11-21;Batata Inglesa;247
2022-07-08;Tomate;825
2022-09-26;Tomate;452
2022-01-25;Cebola;611
2022-05-18;Batata Inglesa;647
2022-01-27;Tomate;410
2022-05-24;Batata Inglesa;341
2022-06-24;Batata Inglesa;698
2022-05-13;Cebola;517
2022-10-18;Batata Inglesa;800
2022-10-03;Batata Inglesa;650
2022-03-29;Batata Inglesa;681
2022-01-21;Tomate;471
2022-06-06;Cebola;637
2022-03-23;Cebola;316
2022-07-27;Cebola;653
2022-11-02;Cebola;436
2022-05-13;Tomate;641
2022-07-21;Batata Inglesa;499
2022-02-18;Cebola;775
2022-05-03;Tomate;522
2022-11-15;Cebola;884
2022-02-09;Tomate;417
2022-01-13;Tomate;530
2022-02-23;Cebola;736
2022-08-18;Tomate;495
2022-03-03;Batata Inglesa;693
2022-12-30;Tomate;462
2022-07-29;Tomate;534
2022-11-01;Batata Inglesa;783
2022-01-31;Tomate;819
2022-12-20;Tomate;829
2022-10-07;Cebola;476
2022-10-28;Batata Inglesa;825
2022-02-07;Cebola;160
2022-06-27;Tomate;877
2022-09-13;Cebola;550
2022-12-29;Cebola;581
2022-07-18;Tomate;560
2022-09-13;Tomate;424
2022-01-12;Tomate;367
2022-07-22;Batata Inglesa;609
2022-07-26;Tomate;440
2022-09-28;Tomate;667
2022-03-17;Cebola;744
2022-05-13;Tomate;498
2022-09-26;Cebola;556
2022-06-21;Cebola;792
2022-12-02;Cebola;671
2022-02-03;Batata Inglesa;285
2022-03-02;Batata Inglesa;291
2022-02-04;Batata Inglesa;829
2022-03-04;Cebola;674
2022-05-17;Batata Inglesa;473
2022-02-10;Cebola;520
2022-04-28;Cebola;627
2022-01-17;Cebola;599
2022-12-28;Batata Inglesa;747
2022-10-21;Cebola;252
2022-08-04;Cebola;462
2022-12-23;Tomate;563
2022-04-01;Batata Inglesa;408
2022-04-26;Cebola;615
2022-05-30;Tomate;666
2022-11-30;Cebola;357
2022-05-31;Batata Inglesa;668
2022-08-15;Batata Inglesa;365
2022-06-06;Cebola;912
2022-12-22;Batata Inglesa;830
2022-07-22;Batata Inglesa;705
2022-04-12;Cebola;168
2022-07-13;Cebola;384
2022-04-26;Tomate;295
2022-07-27;Cebola;750
2022-06-29;Tomate;274
2022-01-04;Tomate;847
2022-09-12;Batata Inglesa;400
2022-10-11;Cebola;572
2022-03-14;Tomate;469
2022-01-18;Batata Inglesa;475
2022-01-21;Batata Inglesa;563
2022-09-08;Cebola;630
2022-03-07;Batata Inglesa;741
2022-08-05;Cebola;619
2022-01-03;Batata Inglesa;528
2022-09-26;Tomate;243
2022-05-10;Tomate;754
2022-06-28;Tomate;711
2022-08-26;Batata Inglesa;619
2022-03-24;Tomate;551
2022-11-24;Cebola;697
2022-04-20;Batata Inglesa;514
2022-07-11;Batata Inglesa;449
2022-11-17;Batata Inglesa;872
2022-09-30;Batata Inglesa;942
2022-06-06;Batata Inglesa;594
2022-10-06;Cebola;513
2022-11-24;Batata Inglesa;408
2022-11-21;Batata Inglesa;625
2022-09-09;Tomate;862
2022-09-12;Batata Inglesa;491
2022-03-01;Batata Inglesa;431
2022-01-05;Batata Inglesa;428
2022-07-28;Tomate;598
2022-08-10;Tomate;671
2022-03-11;Tomate;717
2022-01-18;Batata Inglesa;404
2022-08-23;Batata Inglesa;872
2022-11-25;Cebola;629
2022-06-03;Batata Inglesa;895
2022-08-15;Tomate;508
2022-05-31;Tomate;873
2022-04-14;Batata Inglesa;102
2022-01-27;Tomate;257
2022-12-07;Tomate;523
2022-02-14;Tomate;162
2022-09-28;Batata Inglesa;463
2022-07-04;Tomate;521
2022-11-01;Cebola;856
2022-08-16;Tomate;332
2022-08-18;Tomate;595
2022-02-07;Cebola;354
2022-08-16;Cebola;618
2022-04-25;Cebola;152
2022-02-23;Cebola;639
2022-07-29;Tomate;632
2022-10-14;Tomate;449
2022-01-05;Batata Inglesa;495
2022-04-25;Cebola;323
2022-03-25;Batata Inglesa;565
2022-10-10;Batata Inglesa;495
2022-04-25;Tomate;999
2022-02-22;Cebola;609
2022-09-07;Tomate;590
2022-06-13;Tomate;567
2022-10-31;Tomate;420
2022-05-03;Batata Inglesa;703
2022-01-19;Cebola;443
2022-08-30;Batata Inglesa;408
2022-03-22;Tomate;777
2022-01-20;Batata Inglesa;240
2022-07-06;Batata Inglesa;154
2022-10-24;Tomate;648
2022-10-05;Tomate;534
2022-12-22;Cebola;760
2022-03-18;Tomate;380
2022-06-20;Cebola;468
2022-06-17;Cebola;386
2022-11-15;Cebola;676
2022-01-18;Cebola;548
2022-04-01;Tomate;409
2022-03-02;Tomate;108
2022-03-25;Batata Inglesa;553
2022-03-02;Cebola;486
2022-05-12;Batata Inglesa;491
2022-03-23;Tomate;489
2022-05-18;Batata Inglesa;753
2022-07-21;Cebola;999
2022-10-03;Tomate;511
2022-02-23;Cebola;195
2022-11-23;Tomate;495
2022-05-17;Batata Inglesa;345
2022-03-31;Batata Inglesa;513
2022-04-21;Batata Inglesa;538
2022-10-27;Tomate;563
2022-12-29;Batata Inglesa;510
2022-04-05;Tomate;399
2022-04-13;Tomate;393
2022-12-08;Batata Inglesa;469
2022-09-01;Tomate;866
2022-03-08;Batata Inglesa;400
2022-02-11;Tomate;817
2022-08-16;Cebola;399
2022-03-08;Batata Inglesa;573
2022-01-18;Cebola;808
2022-03-31;Batata Inglesa;682
2022-08-22;Batata Inglesa;889
2022-06-17;Batata Inglesa;805
2022-11-18;Batata Inglesa;477
2022-10-14;Tomate;691
2022-11-09;Cebola;355
2022-02-04;Cebola;999
2022-04-20;Cebola;725
2022-07-12;Tomate;594
2022-06-28;Batata Inglesa;294
2022-08-30;Tomate;563
2022-04-07;Tomate;540
2022-07-14;Cebola;655
2022-09-05;Cebola;643
2022-05-26;Batata Inglesa;469
2022-03-31;Batata Inglesa;591
2022-06-28;Tomate;479
2022-07-18;Batata Inglesa;764
2022-01-27;Batata Inglesa;419
2022-01-20;Tomate;604
2022-11-01;Cebola;795
2022-03-17;Cebola;312
2022-03-25;Tomate;381
2022-06-07;Cebola;721
2022-12-28;Tomate;637
2022-12-16;Cebola;502
2022-10-14;Tomate;931
2022-08-23;Tomate;456
2022-01-24;Tomate;391
2022-11-22;Cebola;445
2022-03-28;Tomate;537
2022-09-13;Cebola;294
2022-06-01;Cebola;702
2022-10-11;Tomate;785
2022-02-03;Cebola;261
2022-08-22;Batata Inglesa;559
2022-03-10;Batata Inglesa;784
2022-09-07;Cebola;265
2022-02-08;Batata Inglesa;652
2022-05-10;Batata Inglesa;591
2022-06-10;Batata Inglesa;500
2022-09-08;Tomate;327
2022-09-15;Tomate;461
2022-11-25;Batata Inglesa;401
2022-03-17;Cebola;742
2022-08-22;Tomate;380
2022-08-25;Cebola;548
2022-03-29;Batata Inglesa;559
2022-01-31;Tomate;883
2022-02-03;Cebola;577
2022-03-08;Tomate;798
2022-12-27;Tomate;724
2022-12-28;Tomate;683
2022-10-11;Tomate;793
2022-05-30;Cebola;232
2022-08-18;Tomate;749
2022-09-09;Tomate;814
2022-09-20;Batata Inglesa;679
2022-11-30;Tomate;364
2022-05-17;Batata Inglesa;816
2022-01-25;Tomate;631
2022-09-08;Cebola;464
2022-06-30;Cebola;562
2022-08-04;Cebola;864
2022-05-20;Cebola;737
2022-03-28;Tomate;440
2022-06-17;Batata Inglesa;667
2022-09-02;Tomate;714
2022-10-28;Batata Inglesa;333
2022-01-26;Tomate;535
2022-04-15;Tomate;671
2022-11-18;Batata Inglesa;542
2022-08-30;Batata Inglesa;416
2022-03-09;Cebola;165
2022-12-30;Batata Inglesa;511
2022-10-25;Cebola;180
2022-04-07;Batata Inglesa;269
2022-11-25;Tomate;100
2022-08-19;Tomate;354
2022-09-13;Batata Inglesa;311
2022-09-09;Cebola;402
2022-02-09;Batata Inglesa;335
2022-04-19;Cebola;696
2022-09-27;Batata Inglesa;754
2022-11-23;Tomate;424
2022-07-27;Tomate;660
2022-01-21;Batata Inglesa;611
2022-10-17;Batata Inglesa;488
2022-06-09;Cebola;572
2022-06-30;Cebola;332
2022-11-02;Batata Inglesa;950
2022-02-10;Tomate;388
2022-06-09;Batata Inglesa;682
2022-05-18;Tomate;351
2022-11-22;Tomate;422
2022-06-20;Batata Inglesa;792
2022-03-09;Tomate;603
2022-12-12;Batata Inglesa;506
2022-04-11;Batata Inglesa;724
2022-06-30;Cebola;618
2022-10-06;Batata Inglesa;366
2022-05-02;Cebola;330
2022-07-04;Tomate;216
2022-05-25;Tomate;428
2022-11-18;Cebola;243
2022-09-13;Tomate;666
2022-06-16;Tomate;999
2022-05-30;Tomate;375
2022-09-13;Batata Inglesa;224
2022-01-12;Cebola;417
2022-01-12;Tomate;332
2022-04-20;Batata Inglesa;454
2022-04-29;Tomate;620
2022-12-15;Cebola;999
2022-07-22;Batata Inglesa;474
2022-04-15;Tomate;161
2022-06-01;Batata Inglesa;532
2022-09-12;Tomate;614
2022-03-22;Batata Inglesa;719
2022-07-18;Cebola;551
2022-01-14;Tomate;435
2022-09-30;Cebola;637
2022-09-23;Cebola;518
2022-10-21;Cebola;743
2022-03-15;Cebola;262
2022-04-19;Cebola;429
2022-12-01;Batata Inglesa;394
2022-01-18;Cebola;999
2022-06-06;Cebola;363
2022-07-13;Batata Inglesa;842
2022-10-12;Tomate;784
2022-11-30;Tomate;726
2022-06-09;Cebola;817
2022-05-19;Tomate;442
2022-09-19;Tomate;848
2022-04-04;Tomate;358
2022-10-17;Batata Inglesa;424
2022-02-01;Tomate;454
2022-12-05;Batata Inglesa;627
2022-07-08;Cebola;864
2022-09-19;Cebola;540
2022-01-03;Cebola;655
2022-07-12;Cebola;460
2022-04-04;Cebola;497
2022-08-04;Batata Inglesa;649
2022-08-24;Batata Inglesa;539
2022-05-03;Cebola;670
2022-11-15;Tomate;679
2022-10-21;Tomate;746
2022-12-08;Tomate;785
2022-06-01;Cebola;641
2022-08-12;Batata Inglesa;905
2022-12-02;Batata Inglesa;459
2022-07-22;Batata Inglesa;333
2022-08-02;Batata Inglesa;474
2022-04-04;Batata Inglesa;701
2022-10-28;Tomate;618
2022-01-11;Batata Inglesa;266
2022-09-29;Cebola;999
2022-04-15;Tomate;789
2022-05-23;Cebola;218
2022-05-30;Batata Inglesa;562
2022-07-07;Cebola;666
2022-01-24;Tomate;653
2022-06-16;Batata Inglesa;609
2022-07-04;Batata Inglesa;465
2022-10-05;Cebola;395
2022-06-24;Cebola;536
2022-04-11;Tomate;345
2022-09-13;Tomate;846
2022-03-09;Batata Inglesa;638
2022-05-16;Batata Inglesa;344
2022-09-09;Tomate;474
2022-04-27;Cebola;496
2022-03-09;Cebola;268
2022-08-04;Tomate;443
2022-01-14;Cebola;572
